Date,vn5y_yield
2017-04-26,5.217354915909539
2017-04-27,5.350119730130634
2017-04-28,5.113036490274697
2017-05-01,5.273969563984032
2017-05-02,5.314040476475735
2017-05-03,5.251436057913731
2017-05-04,5.3092234460208125
2017-05-05,5.233676518825671
2017-05-08,5.308522524394796
2017-05-09,5.446643146377499
2017-05-10,5.181603494023943
2017-05-11,5.355441591430166
2017-05-12,5.249470525064522
2017-05-15,5.305461719034154
2017-05-16,5.4823632899831685
2017-05-17,5.148887578642251
2017-05-18,5.36094542805985
2017-05-19,5.335448289799391
2017-05-22,5.238768673005597
2017-05-23,5.276803142728718
2017-05-24,5.268481076703221
2017-05-25,5.158057123682718
2017-05-26,5.299426147537864
2017-05-30,5.143591901832885
2017-05-31,5.188506633951494
2017-06-01,4.987357777179389
2017-06-02,5.063598416144698
2017-06-05,5.2273602655082865
2017-06-06,5.027378609859696
2017-06-07,5.20494653307618
2017-06-08,5.137602841626504
2017-06-09,5.293067179025787
2017-06-12,5.334523630110867
2017-06-13,5.221119004556389
2017-06-14,5.133447451504192
2017-06-15,5.163505727193693
2017-06-16,5.152796010154279
2017-06-19,5.307534591541673
2017-06-20,5.4022340781805385
2017-06-21,5.020730094961049
2017-06-22,5.049527922967314
2017-06-23,5.2799009924501625
2017-06-26,5.022535539876804
2017-06-27,5.060689289827062
2017-06-28,5.432507959797613
2017-06-29,5.239572312861091
2017-06-30,5.276964326691615
2017-07-03,5.295024723704904
2017-07-05,5.391920985087815
2017-07-06,5.256305694708672
2017-07-07,5.569833681660424
2017-07-10,5.445428671087493
2017-07-11,5.355623156038705
2017-07-12,5.270261857006071
2017-07-13,5.3568377385553
2017-07-14,5.420938645769576
2017-07-17,5.567765879221447
2017-07-18,5.41032867442705
2017-07-19,5.365122541399932
2017-07-20,5.265468008557745
2017-07-21,5.3496954565997825
2017-07-24,5.213035784258126
2017-07-25,5.352047902966211
2017-07-26,5.391062631125362
2017-07-27,5.361754470520202
2017-07-28,5.2126429714497995
2017-07-31,5.127820971357025
2017-08-01,5.289185049477269
2017-08-02,5.2623875433249285
2017-08-03,5.306762380380602
2017-08-04,5.257343470562225
2017-08-07,5.20233880204581
2017-08-08,5.370386800826583
2017-08-09,5.321268873853608
2017-08-10,4.980316192924258
2017-08-11,5.014874089223475
2017-08-14,5.208271660783022
2017-08-15,5.234219053081324
2017-08-16,5.180451609434643
2017-08-17,5.252903097213568
2017-08-18,5.365372584060808
2017-08-21,5.044943779585945
2017-08-22,5.174555643552835
2017-08-23,5.132941705476935
2017-08-24,5.177135085599326
2017-08-25,5.007321340346736
2017-08-28,5.16446188536626
2017-08-29,5.096376700225018
2017-08-30,5.3015385373730375
2017-08-31,5.112026412278885
2017-09-01,5.03734390510268
2017-09-05,4.868487333131048
2017-09-06,5.044169893957228
2017-09-07,4.929716333691233
2017-09-08,4.959986715291265
2017-09-11,5.098547277387801
2017-09-12,5.131068273825308
2017-09-13,5.148497276740702
2017-09-14,5.26783096495621
2017-09-15,5.171854386850329
2017-09-18,5.426818357898543
2017-09-19,5.182972443088515
2017-09-20,5.157475547196668
2017-09-21,5.046740165636281
2017-09-22,5.046254659606467
2017-09-25,5.223574039413281
2017-09-26,5.203945298226732
2017-09-27,5.207200588878414
2017-09-28,5.190810335747075
2017-09-29,5.138525023607599
2017-10-02,5.218645871310571
2017-10-03,5.241589119207905
2017-10-04,5.0203892961612215
2017-10-05,5.3115558137902
2017-10-06,5.053151830520623
2017-10-09,5.277375370444682
2017-10-10,5.2199705503314
2017-10-11,5.2503727239854
2017-10-12,5.131002670689102
2017-10-13,5.318850435201454
2017-10-16,5.244924891837673
2017-10-17,5.22423390815456
2017-10-18,5.180338822678426
2017-10-19,5.169211340102445
2017-10-20,5.321775233596817
2017-10-23,5.35486786836765
2017-10-24,5.391054903244301
2017-10-25,5.280762886850484
2017-10-26,5.295401627840105
2017-10-27,5.295135791773548
2017-10-30,5.174112396844857
2017-10-31,5.1315938113560815
2017-11-01,5.215363345240957
2017-11-02,5.213214499845588
2017-11-03,5.210385667849659
2017-11-06,5.1235631451309125
2017-11-07,5.048383145192062
2017-11-08,5.178153410697982
2017-11-09,5.17033593489397
2017-11-10,5.103310862677775
2017-11-13,5.28604834638329
2017-11-14,5.244069100648682
2017-11-15,5.1137914504005755
2017-11-16,5.014417750298152
2017-11-17,5.007264026094028
2017-11-20,5.185931561543935
2017-11-21,5.076722899639401
2017-11-22,5.05661156191426
2017-11-24,4.98486172749731
2017-11-27,5.163779519891719
2017-11-28,4.897952015695205
2017-11-29,5.116016231846425
2017-11-30,5.192930885176316
2017-12-01,5.159208835498143
2017-12-04,5.1588208689783865
2017-12-05,4.961199683958869
2017-12-06,5.011437979003969
2017-12-07,5.019746154101684
2017-12-08,4.9794801824710895
2017-12-11,4.918131315760756
2017-12-12,5.155465096420983
2017-12-13,5.166993579498181
2017-12-14,4.984300769232483
2017-12-15,5.122488373035331
2017-12-18,5.131860829846033
2017-12-19,5.054129868630251
2017-12-20,5.162433995116858
2017-12-21,5.157352211480069
2017-12-22,5.226409775297523
2017-12-26,5.140746218293979
2017-12-27,4.897747246609558
2017-12-28,5.268376779705575
2017-12-29,5.0924215958352415
2018-01-02,5.009316701509953
2018-01-03,4.932207224962549
2018-01-04,4.999983186768022
2018-01-05,5.070251631372258
2018-01-08,5.036555350401235
2018-01-09,5.118094912267457
2018-01-10,5.062815844391755
2018-01-11,5.196439013021535
2018-01-12,5.052169255366932
2018-01-16,5.198002666790554
2018-01-17,5.241092623827914
2018-01-18,5.050929401997063
2018-01-19,5.17513643185894
2018-01-22,5.336372643136214
2018-01-23,5.215289251970805
2018-01-24,5.31119191498374
2018-01-25,5.294977362718821
2018-01-26,5.109954428102183
2018-01-29,5.211057862870636
2018-01-30,5.30564072630176
2018-01-31,5.237366679114956
2018-02-01,5.3467692503577
2018-02-02,5.535983648739254
2018-02-05,5.304261451365939
2018-02-06,5.315075513005142
2018-02-07,5.35145216273539
2018-02-08,5.160394390743036
2018-02-09,5.255185876877762
2018-02-12,5.340532072563748
2018-02-13,5.293790383281518
2018-02-14,5.4871621272436855
2018-02-15,5.488742743222708
2018-02-16,5.29222820774007
2018-02-20,5.479340411494644
2018-02-21,5.3651090441598885
2018-02-22,5.416851059335247
2018-02-23,5.2959864284081934
2018-02-26,5.183767059699763
2018-02-27,5.284282880628908
2018-02-28,5.15239382679587
2018-03-01,5.329601151299423
2018-03-02,5.432702919418539
2018-03-05,5.406742070433833
2018-03-06,5.276214178430603
2018-03-07,5.378379556755254
2018-03-08,5.091118059808702
2018-03-09,5.412492984957784
2018-03-12,5.466272181712851
2018-03-13,5.320727167631412
2018-03-14,5.167348113617207
2018-03-15,5.305806018750811
2018-03-16,5.245111491118024
2018-03-19,5.127450732181444
2018-03-20,5.124844009982738
2018-03-21,5.260707020571191
2018-03-22,5.206338161940753
2018-03-23,4.939308832981489
2018-03-26,5.496540927985475
2018-03-27,5.099243696785583
2018-03-28,5.257570765133565
2018-03-29,5.091684700556044
2018-04-02,5.2021765862177265
2018-04-03,5.3443195486428525
2018-04-04,5.06717445126132
2018-04-05,5.126816451216106
2018-04-06,5.158950418389869
2018-04-09,5.203750497360281
2018-04-10,5.133837457017616
2018-04-11,5.084157274645408
2018-04-12,4.999907111161981
2018-04-13,5.139173740521601
2018-04-16,5.025842924236019
2018-04-17,5.106471920071044
2018-04-18,5.27593606298051
2018-04-19,5.235613545651633
2018-04-20,5.264585015384016
2018-04-23,5.092097882574197
2018-04-24,5.300742553647492
2018-04-25,5.235729382164422
2018-04-26,5.056370720462432
2018-04-27,5.3458722749134875
2018-04-30,5.162730539649218
2018-05-01,5.227873648172244
2018-05-02,5.254805679178497
2018-05-03,5.311183757015839
2018-05-04,5.103589714156941
2018-05-07,5.326663390060854
2018-05-08,5.191156941896326
2018-05-09,5.146011422761618
2018-05-10,5.200281789668058
2018-05-11,5.121522686144516
2018-05-14,5.194828765621743
2018-05-15,5.436564660225475
2018-05-16,5.107923290519368
2018-05-17,5.313597802837517
2018-05-18,5.25936887104044
2018-05-21,5.2235744534797615
2018-05-22,5.204607294927914
2018-05-23,5.253388163775537
2018-05-24,5.098891633316958
2018-05-25,4.816220458387133
2018-05-29,4.787938185051919
2018-05-30,4.978168622839902
2018-05-31,5.075982656488152
2018-06-01,5.110186195054503
2018-06-04,4.8772514917499965
2018-06-05,5.12686660459034
2018-06-06,5.134682867687086
2018-06-07,5.025599123571787
2018-06-08,5.027859559636582
2018-06-11,5.153985724058101
2018-06-12,5.121115613008111
2018-06-13,5.00751555758038
2018-06-14,4.965314229889222
2018-06-15,5.0599395097643285
2018-06-18,5.232838968152155
2018-06-19,5.116370197499191
2018-06-20,5.102559326214478
2018-06-21,4.902220479607388
2018-06-22,4.927352904888513
2018-06-25,5.0468412090043335
2018-06-26,5.062658431455137
2018-06-27,4.84576719997042
2018-06-28,4.926885523261796
2018-06-29,4.85891889613055
2018-07-02,4.8988530798175605
2018-07-03,5.026561869476042
2018-07-05,4.8968494213968805
2018-07-06,4.820463533346979
2018-07-09,4.79119131612187
2018-07-10,4.935308516352429
2018-07-11,4.885380968565807
2018-07-12,5.069228862991226
2018-07-13,4.814922381419379
2018-07-16,4.828909889170323
2018-07-17,4.990876374975214
2018-07-18,4.958576388563823
2018-07-19,4.905802930112124
2018-07-20,4.9681566371682155
2018-07-23,4.973559798597376
2018-07-24,5.0091193950987325
2018-07-25,5.0626202357466195
2018-07-26,4.910961774633724
2018-07-27,5.0947414588066255
2018-07-30,5.125770031170916
2018-07-31,4.953939700830018
2018-08-01,5.332620201039237
2018-08-02,5.21267949479305
2018-08-03,4.818784338992833
2018-08-06,5.074237375198633
2018-08-07,5.08068749790342
2018-08-08,4.8934934507958845
2018-08-09,5.0155174584048225
2018-08-10,4.837315200164166
2018-08-13,4.992341573257962
2018-08-14,4.822080499007461
2018-08-15,4.775723459195028
2018-08-16,5.081009335513075
2018-08-17,4.896688216321472
2018-08-20,4.9190375182978885
2018-08-21,4.959932809077172
2018-08-22,4.825655068533966
2018-08-23,4.793870112675914
2018-08-24,4.890567361862422
2018-08-27,5.039184278276481
2018-08-28,4.911097755767496
2018-08-29,4.937055002666202
2018-08-30,4.851009172832912
2018-08-31,4.896112832508383
2018-09-04,4.859687959973174
2018-09-05,4.945630634513021
2018-09-06,4.98402952956978
2018-09-07,5.091259722822926
2018-09-10,5.036092406183587
2018-09-11,5.027381557736838
2018-09-12,5.1644692325143335
2018-09-13,4.960195715849461
2018-09-14,4.979124607951641
2018-09-17,4.820581561174968
2018-09-18,5.0825539982734815
2018-09-19,5.152139351252614
2018-09-20,5.191375035057875
2018-09-21,5.058190961728245
2018-09-24,5.311590459565454
2018-09-25,5.191581859647142
2018-09-26,4.955439899919834
2018-09-27,5.096295718260692
2018-09-28,5.055522939706998
2018-10-01,5.214620484355031
2018-10-02,5.061802407760942
2018-10-03,5.078893106539769
2018-10-04,5.230163337720537
2018-10-05,5.172473566741793
2018-10-08,5.059832640891603
2018-10-09,5.1258641456500245
2018-10-10,5.24286751708844
2018-10-11,5.081582386961138
2018-10-12,5.274993709155982
2018-10-15,5.034951867108666
2018-10-16,5.083311517377917
2018-10-17,5.084242671017289
2018-10-18,5.197575922200283
2018-10-19,5.342862960048306
2018-10-22,5.205304965659709
2018-10-23,5.154632211766699
2018-10-24,5.258451374513866
2018-10-25,5.377648916339991
2018-10-26,5.12769180232161
2018-10-29,4.905682394703016
2018-10-30,4.997523662962295
2018-10-31,5.2280283885961225
2018-11-01,5.197247707139754
2018-11-02,5.017528958423393
2018-11-05,5.2707183965096105
2018-11-06,5.297648209278545
2018-11-07,5.09938609434391
2018-11-08,5.419920894911881
2018-11-09,5.230236250928573
2018-11-12,5.2673889870144635
2018-11-13,5.1174079692183785
2018-11-14,5.319729322046627
2018-11-15,5.383762842380723
2018-11-16,5.12590186299499
2018-11-19,5.243717939426622
2018-11-20,4.97372743071151
2018-11-21,5.105755109074095
2018-11-23,5.001417780808017
2018-11-26,5.098168514108075
2018-11-27,5.008615132888884
2018-11-28,5.061949176601512
2018-11-29,5.150386119391344
2018-11-30,4.900885385797625
2018-12-03,4.920344594664206
2018-12-04,4.939252398920986
2018-12-06,4.995595463885193
2018-12-07,5.085671022471917
2018-12-10,4.880657790232901
2018-12-11,4.93806856801338
2018-12-12,4.926830105469936
2018-12-13,4.920005767273235
2018-12-14,4.9771436196255525
2018-12-17,4.884217701455068
2018-12-18,4.981036143042733
2018-12-19,4.837210716733578
2018-12-20,4.932402185246894
2018-12-21,4.9849099085917
2018-12-24,4.911283911076911
2018-12-26,4.813322876662603
2018-12-27,4.881130855549487
2018-12-28,4.903133722822005
2018-12-31,4.7658244127644505
2019-01-02,4.912355035089382
2019-01-03,4.644607829185821
2019-01-04,4.715409923228193
2019-01-07,4.731683426611596
2019-01-08,4.859247462363585
2019-01-09,4.918721489014905
2019-01-10,4.831913950839912
2019-01-11,4.929626929541836
2019-01-14,5.032625945743806
2019-01-15,4.760897874904101
2019-01-16,4.934573992656335
2019-01-17,5.028984750872368
2019-01-18,4.870323807890424
2019-01-22,4.751274151960795
2019-01-23,4.963080378479754
2019-01-24,4.905424567802975
2019-01-25,4.842018463542598
2019-01-28,4.956719172313286
2019-01-29,4.910003106733109
2019-01-30,4.845462047129388
2019-01-31,4.864615687349636
2019-02-01,4.837350205798803
2019-02-04,4.9587475215561625
2019-02-05,4.633018316067449
2019-02-06,4.842269391899729
2019-02-07,4.847641105411293
2019-02-08,4.710665829631603
2019-02-11,4.832660768086875
2019-02-12,4.823838552254225
2019-02-13,4.917131653189982
2019-02-14,4.735409822560565
2019-02-15,4.7471272405013245
2019-02-19,4.75143145746439
2019-02-20,4.773906003910048
2019-02-21,4.7987998356932255
2019-02-22,4.875537861221822
2019-02-25,5.093127800932209
2019-02-26,4.958995994123549
2019-02-27,4.77381164568982
2019-02-28,5.082924254987695
2019-03-01,5.071611098916891
2019-03-04,4.965007185289407
2019-03-05,4.869538832400303
2019-03-06,5.116644745029499
2019-03-07,4.806676345290782
2019-03-08,4.863830960907492
2019-03-11,5.08759086854125
2019-03-12,4.917978432559336
2019-03-13,4.96938377377595
2019-03-14,4.920273186041994
2019-03-15,4.872339301007622
2019-03-18,4.914175767865624
2019-03-19,5.051968124283165
2019-03-20,4.8476202290177275
2019-03-21,4.916650355030088
2019-03-22,4.644984777330745
2019-03-25,4.795550777063743
2019-03-26,4.777758133963031
2019-03-27,4.719361431506346
2019-03-28,4.846158054834561
2019-03-29,4.906725509439259
2019-04-01,4.949590128929316
2019-04-02,4.848831003767649
2019-04-03,4.897578239974999
2019-04-04,4.897065026375838
2019-04-05,4.961085245576317
2019-04-08,4.790218637191542
2019-04-09,4.712831112944793
2019-04-10,4.970819430844161
2019-04-11,4.738728422844426
2019-04-12,4.743576185757435
2019-04-15,5.096226799893449
2019-04-16,4.930866392896497
2019-04-17,4.826600115737837
2019-04-18,5.078542583959245
2019-04-22,4.997893829725575
2019-04-23,4.956315750510006
2019-04-24,4.925991043456449
2019-04-25,4.95966615185845
2019-04-26,4.97380868002427
2019-04-29,4.918386865018694
2019-04-30,4.973523374901908
2019-05-01,4.958937590926695
2019-05-02,4.764748497882492
2019-05-03,4.843777605481514
2019-05-06,4.860939726325091
2019-05-07,4.893489653180268
2019-05-08,4.997243789923428
2019-05-09,5.118115300666398
2019-05-10,4.8150501708787425
2019-05-13,4.919963997218901
2019-05-14,4.964354901643391
2019-05-15,4.977983804452724
2019-05-16,4.887065745189759
2019-05-17,4.933228526016348
2019-05-20,4.953578064126242
2019-05-21,5.0075362022721785
2019-05-22,4.972620919153718
2019-05-23,4.528285099744466
2019-05-24,4.8291624862638916
2019-05-28,4.833209585781068
2019-05-29,4.614924276322233
2019-05-30,4.9203803564673425
2019-05-31,4.6550885070133425
2019-06-03,4.750847959001563
2019-06-04,4.572818201389449
2019-06-05,4.679229818917734
2019-06-06,4.702445532559437
2019-06-07,4.609502165218153
2019-06-10,4.64420050683842
2019-06-11,4.772953347660396
2019-06-12,4.745146552849704
2019-06-13,4.655676357229538
2019-06-14,4.800143251643048
2019-06-17,4.740048362485377
2019-06-18,4.635341334562808
2019-06-19,4.498299986108752
2019-06-20,4.72214305070006
2019-06-21,4.70185930154785
2019-06-24,4.562677001924168
2019-06-25,4.459933451174976
2019-06-26,4.850984031638941
2019-06-27,4.669201015196336
2019-06-28,4.569296937413472
2019-07-01,4.663439595165455
2019-07-02,4.446564338966873
2019-07-03,4.715851472621596
2019-07-05,4.736623165173663
2019-07-08,4.791569955649383
2019-07-09,4.559014086652538
2019-07-10,4.777877994735368
2019-07-11,4.770771633935089
2019-07-12,4.853262797829222
2019-07-15,4.798524081743166
2019-07-16,4.791258683922756
2019-07-17,4.682180800829089
2019-07-18,4.698792169832368
2019-07-19,4.6276278870194085
2019-07-22,4.746877081211329
2019-07-23,4.994300646551869
2019-07-24,4.866377801026291
2019-07-25,4.903754842919
2019-07-26,4.852726844625012
2019-07-29,4.862462017245676
2019-07-30,4.803492680646254
2019-07-31,4.670413926633656
2019-08-01,4.561370008081156
2019-08-02,4.72383535431585
2019-08-05,4.438542494325535
2019-08-06,4.502386518252088
2019-08-07,4.539033449931736
2019-08-08,4.451861329394726
2019-08-09,4.5609090905961835
2019-08-12,4.319272755647626
2019-08-13,4.4349567189946555
2019-08-14,4.31863895495076
2019-08-15,4.390254201584687
2019-08-16,4.395136212610225
2019-08-19,4.453891478613613
2019-08-20,4.3646459179937445
2019-08-21,4.439546832756067
2019-08-22,4.362394687797023
2019-08-23,4.306527892646306
2019-08-26,4.439029746619484
2019-08-27,4.306574276149254
2019-08-28,4.213529410049679
2019-08-29,4.3515251678599185
2019-08-30,4.486361891885901
2019-09-03,4.283815335800183
2019-09-04,4.30753345079806
2019-09-05,4.491532666032768
2019-09-06,4.517243609305251
2019-09-09,4.518537942405473
2019-09-10,4.52640675147517
2019-09-11,4.683613035574899
2019-09-12,4.594534540411873
2019-09-13,4.983518462122438
2019-09-16,4.636593906243222
2019-09-17,4.770545461773326
2019-09-18,4.579544316259479
2019-09-19,4.7891931438974265
2019-09-20,4.402221462661819
2019-09-23,4.524808896413035
2019-09-24,4.347341334910048
2019-09-25,4.515658978204154
2019-09-26,4.632633679268515
2019-09-27,4.754698491661328
2019-09-30,4.500514190211662
2019-10-01,4.525860044542308
2019-10-02,4.619798004344046
2019-10-03,4.42391370815539
2019-10-04,4.446981314278461
2019-10-07,4.270624659085227
2019-10-08,4.5145456789829845
2019-10-09,4.394337473183683
2019-10-10,4.567284960293439
2019-10-11,4.678276223273225
2019-10-14,4.5449104097178665
2019-10-15,4.803921821726845
2019-10-16,4.724237975194549
2019-10-17,4.716229073599754
2019-10-18,4.725311790871673
2019-10-21,4.640393083450185
2019-10-22,4.540067165392572
2019-10-23,4.84996247506894
2019-10-24,4.783316609838948
2019-10-25,4.959566800755908
2019-10-28,4.792260045914558
2019-10-29,4.70970556498587
2019-10-30,4.7112049741903705
2019-10-31,4.595767335293304
2019-11-01,4.680839751876977
2019-11-04,4.619114103878331
2019-11-05,4.68717992035975
2019-11-06,4.766661623549998
2019-11-07,4.936610035007087
2019-11-08,4.877251371916021
2019-11-11,5.0251602507481685
2019-11-12,4.891148746221104
2019-11-13,4.801192108774281
2019-11-14,4.814734542019848
2019-11-15,4.841623421321661
2019-11-18,4.953944781902003
2019-11-19,4.632001744195871
2019-11-20,4.80219634099819
2019-11-21,4.592429708900234
2019-11-22,4.539756626437504
2019-11-25,4.5896097330647825
2019-11-26,4.775078990223587
2019-11-27,4.814832820786318
2019-11-29,4.873703755442206
2019-12-02,4.638638111583189
2019-12-03,4.609466505185462
2019-12-04,4.665878850411031
2019-12-05,4.690811609287613
2019-12-06,4.760235852974491
2019-12-09,4.7386974472940935
2019-12-10,4.895649564074562
2019-12-11,4.758208949258732
2019-12-12,4.860995795442867
2019-12-13,4.776355341666237
2019-12-16,4.93595632739594
2019-12-17,4.939374603960481
2019-12-18,5.0189601358074984
2019-12-19,4.94096031723981
2019-12-20,5.0062404616091545
2019-12-23,5.117704628700637
2019-12-24,4.918806223320127
2019-12-26,4.8041829785727534
2019-12-27,4.718934286774281
2019-12-30,4.792827601301852
2019-12-31,4.924243598931461
2020-01-02,5.060224761711317
2020-01-03,4.7420528401268855
2020-01-06,4.997475869540072
2020-01-07,4.8345820934685815
2020-01-08,4.763326733101265
2020-01-09,4.773674428650764
2020-01-10,4.786828046975417
2020-01-13,4.848584382319327
2020-01-14,4.7785105915117345
2020-01-15,4.785822512580998
2020-01-16,4.963314593539314
2020-01-17,4.94031560374213
2020-01-21,4.748763919739564
2020-01-22,4.5587247819030186
2020-01-23,4.759847440889606
2020-01-24,4.697878153813049
2020-01-27,4.693950105512441
2020-01-28,4.631344616814788
2020-01-29,4.4531560027576225
2020-01-30,4.538436131547558
2020-01-31,4.53460384816648
2020-02-03,4.377966923570234
2020-02-04,4.530372111716816
2020-02-05,4.520524689281789
2020-02-06,4.807832564727473
2020-02-07,4.454683241876705
2020-02-10,4.466461666268177
2020-02-11,4.589149315833205
2020-02-12,4.559101397318149
2020-02-13,4.60098508628896
2020-02-14,4.536939760241216
2020-02-18,4.544321637644899
2020-02-19,4.621196063170254
2020-02-20,4.527347039376485
2020-02-21,4.516874960159705
2020-02-24,4.338413551203787
2020-02-25,4.295152396485829
2020-02-26,4.214972840768347
2020-02-27,4.203788694364311
2020-02-28,4.017351998150347
2020-03-02,4.094162220485082
2020-03-03,4.057715564214966
2020-03-04,4.00393804381482
2020-03-05,3.9482330754620154
2020-03-06,3.661835815641676
2020-03-09,3.3920356374446694
2020-03-10,3.8149096680898937
2020-03-11,3.7780981021793405
2020-03-12,3.5776271396337997
2020-03-13,3.8672521522623633
2020-03-16,3.6146009790129736
2020-03-17,3.91396076348124
2020-03-18,4.024509813551834
2020-03-19,4.083172972735425
2020-03-20,3.8122002600604725
2020-03-23,3.8057097510634135
2020-03-24,3.5471297479142265
2020-03-25,3.8887695522665107
2020-03-26,3.6845554981612123
2020-03-27,3.7032417986024253
2020-03-30,3.48781063830416
2020-03-31,3.6395760714011662
2020-04-01,3.401487858082912
2020-04-02,3.5719795383534962
2020-04-03,3.3968169564930992
2020-04-06,3.4092304069964587
2020-04-07,3.654361143973819
2020-04-08,3.703443301850456
2020-04-09,3.5859273549807686
2020-04-13,3.6974099045388065
2020-04-14,3.78789771771461
2020-04-15,3.613677184533091
2020-04-16,3.367582869762917
2020-04-17,3.3079378242459976
2020-04-20,3.4228653183335274
2020-04-21,3.3065195908635103
2020-04-22,3.589076933151473
2020-04-23,3.415596010242698
2020-04-24,3.33345215583077
2020-04-27,3.6051816964767083
2020-04-28,3.4792611194014875
2020-04-29,3.416784996081267
2020-04-30,3.65325241524184
2020-05-01,3.5121340442748936
2020-05-04,3.3211845733934244
2020-05-05,3.32703350350795
2020-05-06,3.443505286894689
2020-05-07,3.550413159762025
2020-05-08,3.655754883505364
2020-05-11,3.5249010254893216
2020-05-12,3.4218317046227367
2020-05-13,3.5161323454380886
2020-05-14,3.5485698468445825
2020-05-15,3.2602783380775544
2020-05-18,3.4906921535751225
2020-05-19,3.556109611659862
2020-05-20,3.5494812868843124
2020-05-21,3.406667670563499
2020-05-22,3.4615413340169985
2020-05-26,3.605187170920293
2020-05-27,3.2008977706294326
2020-05-28,3.5249038013158036
2020-05-29,3.551394923664609
2020-06-01,3.3427432607823007
2020-06-02,3.3492842933190015
2020-06-03,3.388398255446039
2020-06-04,3.5480743625862514
2020-06-05,3.6945972948408476
2020-06-08,3.516252044850416
2020-06-09,3.61187170466123
2020-06-10,3.6059859566327725
2020-06-11,3.488155097650479
2020-06-12,3.611046322737513
2020-06-15,3.4494609461782777
2020-06-16,3.4716299128273325
2020-06-17,3.537355445723311
2020-06-18,3.2708130626930845
2020-06-19,3.2725975093977295
2020-06-22,3.326085712743796
2020-06-23,3.2650613933271546
2020-06-24,3.4303897930899336
2020-06-25,3.3556123971476937
2020-06-26,3.2434837240149115
2020-06-29,3.091173196684812
2020-06-30,3.200096808341776
2020-07-01,3.4736013705055337
2020-07-02,3.505903174275121
2020-07-06,3.496243950467021
2020-07-07,3.307053932940068
2020-07-08,3.159192568303002
2020-07-09,3.1582772686898295
2020-07-10,3.3249203322135004
2020-07-13,3.4841375458852353
2020-07-14,3.3011763673403474
