Date,fnb_ratio
2017-02-09,0.3953970585330586
2017-02-10,0.10687243625687173
2017-02-13,0.31897171098108545
2017-02-14,0.18745161370713503
2017-02-15,-0.017168169094516836
2017-02-16,0.18074200336243146
2017-02-17,0.4125567928328796
2017-02-20,0.09415426926068234
2017-02-21,0.41050563901513076
2017-02-22,-0.4302230909440606
2017-02-23,0.2541513224906382
2017-02-24,0.10312539088292136
2017-02-27,0.021764431605290874
2017-02-28,0.09567736108032009
2017-03-01,-0.3245151820125338
2017-03-02,0.02465651642786941
2017-03-03,0.13552949633742375
2017-03-06,0.3551306556381657
2017-03-07,-0.04872349490211699
2017-03-08,-0.11145049805525178
2017-03-09,-0.0548413386117289
2017-03-10,0.22380177916475724
2017-03-13,0.10163762131403425
2017-03-14,-0.07493846880977523
2017-03-15,0.1287587747940356
2017-03-16,0.04058351107858816
2017-03-17,0.20993619452952755
2017-03-20,-0.1291822334672314
2017-03-21,-0.05929532995456008
2017-03-22,-0.0771827466734359
2017-03-23,-0.29646369749569906
2017-03-24,0.0504679338987782
2017-03-27,0.03846924740008169
2017-03-28,-0.01768953396839264
2017-03-29,-0.07057928079651661
2017-03-30,-0.3116593428414057
2017-03-31,-0.11760584090783893
2017-04-03,-0.10687406860937858
2017-04-04,-0.2035984218573244
2017-04-05,-0.0801639808624654
2017-04-06,0.028192687209464717
2017-04-07,0.31996750892264436
2017-04-10,-0.02694266884270323
2017-04-11,-0.014867988349674989
2017-04-12,-0.08571333815416861
2017-04-13,-0.45894580034806004
2017-04-14,-0.08477819622611739
2017-04-17,-0.07162494514878703
2017-04-18,0.40487482851502476
2017-04-19,-0.13025087659763235
2017-04-20,-0.035372337960805286
2017-04-21,-0.1064209798798862
2017-04-24,-0.3369005314015025
2017-04-25,0.12182795816656465
2017-04-26,0.04019690618883136
2017-04-27,0.04468601511242018
2017-04-28,-0.29860241713220315
2017-05-01,0.16075906649102067
2017-05-02,-0.4031117792181177
2017-05-03,-0.008175551971824666
2017-05-04,0.30987823407616977
2017-05-05,-0.3288436308881759
2017-05-08,-0.2463741373798145
2017-05-09,-0.11541465263174196
2017-05-10,-0.23812002133565807
2017-05-11,-0.4494848614038408
2017-05-12,-0.12741204349350566
2017-05-15,-0.3552010538286484
2017-05-16,-0.049478911924132396
2017-05-17,-0.3293791273690765
2017-05-18,0.16335736335374337
2017-05-19,-0.30425250664296577
2017-05-22,-0.2128224950740916
2017-05-23,0.0136497929289143
2017-05-24,-0.3957043727107714
2017-05-25,-0.10435125064386334
2017-05-26,0.11144006222187053
2017-05-29,-0.4714637481708689
2017-05-30,-0.11285232749180373
2017-05-31,-0.09744813247569137
2017-06-01,0.007460302965439175
2017-06-02,-0.3956085597586549
2017-06-05,-0.41145921451050516
2017-06-06,-0.04196532613952189
2017-06-07,-0.08577985188718033
2017-06-08,-0.09374007113029545
2017-06-09,-0.07305104805095101
2017-06-12,-0.27668954133831425
2017-06-13,-0.09242146291695916
2017-06-14,-0.0782910248556472
2017-06-15,-0.277657017127383
2017-06-16,0.24063670387092834
2017-06-19,-0.03533585020201355
2017-06-20,-0.36580282497535016
2017-06-21,0.006470605393180756
2017-06-22,-0.31693574278060127
2017-06-23,0.03839376195948155
2017-06-26,0.11580444266808276
2017-06-27,-0.2768138689918063
2017-06-28,0.08336027386446149
2017-06-29,-0.023274863448259117
2017-06-30,0.06218246547888032
2017-07-03,0.2808440902165018
2017-07-04,-0.14376761888142234
2017-07-05,-0.24150751655400282
2017-07-06,-0.264632622186751
2017-07-07,-0.2457648883827333
2017-07-10,-0.09380449597461846
2017-07-11,-0.005847996389989077
2017-07-12,-0.014352167046059787
2017-07-13,0.10021181386344319
2017-07-14,-0.05808650127006616
2017-07-17,0.23462531570692796
2017-07-18,-0.10434517944303079
2017-07-19,0.4973448286209506
2017-07-20,0.08322114482316237
2017-07-21,-0.20852059110806914
2017-07-24,-0.24640312825892224
2017-07-25,0.06917010740782267
2017-07-26,-0.067086322093766
2017-07-27,0.12536182405938395
2017-07-28,0.08218411449208451
2017-07-31,-0.022040481665982492
2017-08-01,-0.17183642700798524
2017-08-02,-0.3004473598645205
2017-08-03,-0.08178393893107831
2017-08-04,0.18378742302858314
2017-08-07,0.06030112955361484
2017-08-08,-0.22671008152008115
2017-08-09,0.06200422444647656
2017-08-10,0.10933147415893968
2017-08-11,-0.13963938010184013
2017-08-14,0.07269998317591994
2017-08-15,0.05837294821620666
2017-08-16,-0.17713853125195203
2017-08-17,0.12768015665533966
2017-08-18,0.17288439336613662
2017-08-21,0.28187507149503505
2017-08-22,0.280490058278845
2017-08-23,-0.20141687092062702
2017-08-24,-0.10914299511357263
2017-08-25,0.18564694900779916
2017-08-28,0.18952315484067178
2017-08-29,0.19380517331041328
2017-08-30,0.8652707308718359
2017-08-31,0.21272609194645176
2017-09-01,0.3293751872827184
2017-09-04,0.2966628673941437
2017-09-05,0.23962360628004098
2017-09-06,0.04965286482327508
2017-09-07,0.26773669749542595
2017-09-08,-0.03551486333014142
2017-09-11,0.07466151868017075
2017-09-12,0.027792019866692164
2017-09-13,0.14394032097154918
2017-09-14,0.5930562437775226
2017-09-15,-0.24091404015179413
2017-09-18,0.2720582524466467
2017-09-19,-0.1856195146751947
2017-09-20,0.044502608282600914
2017-09-21,0.35849011590968405
2017-09-22,0.1552106965563363
2017-09-25,-0.07169772386340165
2017-09-26,0.002127208952729276
2017-09-27,0.28228291466506167
2017-09-28,0.001302841704528629
2017-09-29,0.19151695299794502
2017-10-02,0.15802399063920572
2017-10-03,0.019108500897237923
2017-10-04,0.5785703196712559
2017-10-05,0.2767518291757354
2017-10-06,-0.25504058542377717
2017-10-09,0.18713206422985132
2017-10-10,0.017170702882060268
2017-10-11,0.3195353305201284
2017-10-12,-0.010100410693032885
2017-10-13,0.12464664435895595
2017-10-16,0.24761760603275168
2017-10-17,0.3186345104607873
2017-10-18,-0.09587412172921611
2017-10-19,0.07582640966926049
2017-10-20,0.046120521269774714
2017-10-23,0.00866988974253527
2017-10-24,0.4904979339184997
2017-10-25,0.2163221172556351
2017-10-26,-0.11908267465280489
2017-10-27,0.3142869781168736
2017-10-30,0.5526210756157688
2017-10-31,0.3320157158672134
2017-11-01,-0.1811579586030974
2017-11-02,0.022926252320273247
2017-11-03,0.3700792601731047
2017-11-06,-0.028042550707336494
2017-11-07,0.19892345031036268
2017-11-08,0.2616322094482381
2017-11-09,-0.08225341204865735
2017-11-10,0.08754031329996748
2017-11-13,-0.5526058658971714
2017-11-14,-0.1131339738194386
2017-11-15,0.03722394865513219
2017-11-16,-0.16592251014551052
2017-11-17,0.4059200161445553
2017-11-20,-0.21087514712344388
2017-11-21,-0.017223891504818928
2017-11-22,0.09248635593334667
2017-11-23,0.3500724305994866
2017-11-24,-0.22994380519407867
2017-11-27,0.2852086462546899
2017-11-28,0.049911366556320225
2017-11-29,-0.15320129546469902
2017-11-30,0.1307089250521318
2017-12-01,0.07324542622973115
2017-12-04,-0.09150177628064723
2017-12-05,0.03757841823351388
2017-12-06,-0.05839455584629279
2017-12-07,0.03640105438346201
2017-12-08,0.14113792391448016
2017-12-11,0.32091967704707414
2017-12-12,-0.24884638999488623
2017-12-13,0.42032520640022886
2017-12-14,-0.4016902279737718
2017-12-15,-0.046608362587587875
2017-12-18,0.09645147758178002
2017-12-19,0.030049356363559588
2017-12-20,-0.15559692284246868
2017-12-21,-0.07755496604100243
2017-12-22,-0.13936428089340794
2017-12-25,-0.163425334098524
2017-12-26,0.11963035701876343
2017-12-27,0.01643122780522021
2017-12-28,-0.1981745212427252
2017-12-29,0.11577284796498563
2018-01-01,-0.007170479890976321
2018-01-02,0.08953503167867842
2018-01-03,0.04856251341681353
2018-01-04,-0.2474021688178199
2018-01-05,-0.1977886245482243
2018-01-08,0.05965232628124632
2018-01-09,0.02831345575276066
2018-01-10,-0.10179094992160079
2018-01-11,-0.07788674204691792
2018-01-12,0.1505517760186536
2018-01-15,-0.22680783035542407
2018-01-16,-0.002465888573187372
2018-01-17,-0.15559140195131618
2018-01-18,-0.1618286829789277
2018-01-19,0.09845478107249171
2018-01-22,0.040909299434757934
2018-01-23,0.035792534102932205
2018-01-24,0.13159194298005913
2018-01-25,-0.1277535956691987
2018-01-26,0.0021322871032446455
2018-01-29,-0.1984664395496687
2018-01-30,-0.07358304274423257
2018-01-31,-0.16629436746263332
2018-02-01,-0.12256017052717255
2018-02-02,-0.024463847353145454
2018-02-05,-0.3085158535949956
2018-02-06,0.27239022735145935
2018-02-07,-0.3483439108099141
2018-02-08,-0.3908678895575276
2018-02-09,0.0828667379444813
2018-02-12,0.009017100796630567
2018-02-13,-0.024885585144833827
2018-02-14,-0.02426822872052442
2018-02-15,-0.15244788555198843
2018-02-16,-0.3293439560859479
2018-02-19,-0.134460188508086
2018-02-20,-0.28461523053302074
2018-02-21,0.04644501378642013
2018-02-22,-0.1772213814462029
2018-02-23,-0.3119760987311999
2018-02-26,-0.2100574007522346
2018-02-27,-0.06193555157683614
2018-02-28,-0.25584779804610824
2018-03-01,-0.30596902316560903
2018-03-02,-0.09105232294275385
2018-03-05,-0.0889059646279568
2018-03-06,-0.2372442202981914
2018-03-07,-0.22786861604803965
2018-03-08,-0.084907838731737
2018-03-09,-0.41844567059540094
2018-03-12,-0.40768940340375803
2018-03-13,-0.2671131334957935
2018-03-14,-0.16320423490287553
2018-03-15,-0.055289913815887576
2018-03-16,0.18077370580205543
2018-03-19,0.060535261905598506
2018-03-20,-0.13956017566816692
2018-03-21,-0.10783200429710613
2018-03-22,-0.30087535187323866
2018-03-23,-0.10030131105568608
2018-03-26,-0.15045229461958265
2018-03-27,-0.024195724433044144
2018-03-28,-0.2501059046315776
2018-03-29,0.02338336514816923
2018-03-30,0.23032504366102524
2018-04-02,-0.09362688577968709
2018-04-03,0.012895224739598074
2018-04-04,0.07508434937549965
2018-04-05,-0.13861594082931958
2018-04-06,-0.008915895973440946
2018-04-09,-0.046518758710189435
2018-04-10,-0.024750384911639656
2018-04-11,-0.19408672547596345
2018-04-12,-0.029738030033386667
2018-04-13,0.06984278258093252
2018-04-16,0.26538809524176193
2018-04-17,0.1719573863910887
2018-04-18,0.41570566565276335
2018-04-19,-0.16341779718029
2018-04-20,0.16950943661443377
2018-04-23,0.03671280899314567
2018-04-24,0.443004043726705
2018-04-25,-0.15162275407251316
2018-04-26,-0.15292517060416932
2018-04-27,-0.0998937228758131
2018-04-30,-0.39985093355222745
2018-05-01,-0.0753070833777059
2018-05-02,-0.11710005854550878
2018-05-03,0.06964920246895683
2018-05-04,0.1127216486472102
2018-05-07,0.4243553337138312
2018-05-08,0.24390207186698076
2018-05-09,-0.05692708001173826
2018-05-10,-0.11665787874567547
2018-05-11,0.165910272872899
2018-05-14,-0.19209384221421233
2018-05-15,0.4425909728267268
2018-05-16,0.31644889520474795
2018-05-17,-0.009102111746923588
2018-05-18,-0.25381587861209204
2018-05-21,0.36356484078871276
2018-05-22,0.07375864479401661
2018-05-23,0.34799872672418275
2018-05-24,-0.21479280157231506
2018-05-25,-0.012240656427492266
2018-05-28,0.11210512343650393
2018-05-29,0.12375115301889263
2018-05-30,0.027513541358473517
2018-05-31,0.2451376504522429
2018-06-01,-0.09004934523282557
2018-06-04,0.09776873884680617
2018-06-05,0.15293339857085414
2018-06-06,0.23424849504000317
2018-06-07,0.27602421699508994
2018-06-08,-0.08903520702130457
2018-06-11,-0.1688886313086841
2018-06-12,0.3953573126751734
2018-06-13,0.20801715281253402
2018-06-14,-0.00656782282245949
2018-06-15,0.45477599562975846
2018-06-18,0.16893605206781812
2018-06-19,0.382754100455332
2018-06-20,0.16132869717703252
2018-06-21,0.560740688330628
2018-06-22,0.5002602883627265
2018-06-25,0.09983455302445862
2018-06-26,0.34421059850305874
2018-06-27,0.2790740876772102
2018-06-28,0.42366104870410154
2018-06-29,-0.043280694208566645
2018-07-02,0.28651722824258735
2018-07-03,0.36042889071266376
2018-07-04,-0.20373210264343086
2018-07-05,-0.08952855336016458
2018-07-06,-0.2617793868774131
2018-07-09,0.09096729959348006
2018-07-10,0.2869778073881847
2018-07-11,0.44240206075866373
2018-07-12,0.1550532144126575
2018-07-13,0.4641051740164763
2018-07-16,-0.1396441637808257
2018-07-17,-0.2064578120499553
2018-07-18,0.12080256594664578
2018-07-19,0.20627206998306435
2018-07-20,0.12032307505262152
2018-07-23,-0.28936429561432325
2018-07-24,0.10342431328903422
2018-07-25,-0.1426560899946732
2018-07-26,0.24903044560638135
2018-07-27,0.18514583826137065
2018-07-30,-0.07954375483867467
2018-07-31,0.002144363274497671
2018-08-01,-0.11055597780146444
2018-08-02,0.08500735656893314
2018-08-03,0.2847197182992985
2018-08-06,-0.10740996864746821
2018-08-07,0.18648883355256718
2018-08-08,-0.02452289405996877
2018-08-09,-0.08128741665125823
2018-08-10,0.05155373133715838
2018-08-13,-0.13849706657121322
2018-08-14,-0.046663029739734616
2018-08-15,-0.18006449254817788
2018-08-16,0.44783424988621756
2018-08-17,0.057259088651571366
2018-08-20,-0.09447734808666178
2018-08-21,0.08347459586478433
2018-08-22,0.013378669711059492
2018-08-23,-0.01322379761597511
2018-08-24,0.1488948968799175
2018-08-27,0.1726255788569748
2018-08-28,-0.0899371816771889
2018-08-29,-0.10397954656586304
2018-08-30,-0.04881760977802889
2018-08-31,-0.4591897553792264
2018-09-03,-0.30684331403064274
2018-09-04,0.2645744002383492
2018-09-05,0.3152075151661045
2018-09-06,-0.06856349333891623
2018-09-07,0.0916056876775787
2018-09-10,0.033621243702578824
2018-09-11,0.5822560990306883
2018-09-12,0.18554088523795395
2018-09-13,-0.0687690157959131
2018-09-14,-0.2390570066273206
2018-09-17,-0.3739483319229396
2018-09-18,-0.016617985404156738
2018-09-19,-0.2131688336670527
2018-09-20,-0.350868628614026
2018-09-21,-0.20017787480827523
2018-09-24,-0.2915395802403878
2018-09-25,0.25791524706597313
2018-09-26,0.0926201106968732
2018-09-27,-0.08940412960053466
2018-09-28,0.20417502298673224
2018-10-01,-0.08024234082266846
2018-10-02,-0.27176869891200045
2018-10-03,0.20142765900779153
2018-10-04,0.001014207381563284
2018-10-05,-0.31766905722342825
2018-10-08,-0.1516171318429638
2018-10-09,-0.2918764624570962
2018-10-10,-0.39638646019165313
2018-10-11,0.062468421532636514
2018-10-12,0.2563120613910641
2018-10-15,-0.407949449484767
2018-10-16,-0.018164284221397625
2018-10-17,-0.2632635688615911
2018-10-18,-0.23278914112546312
2018-10-19,-0.255921467965455
2018-10-22,-0.31216675584611847
2018-10-23,-0.13143535544934426
2018-10-24,-0.3089439761008566
2018-10-25,-0.09011825862596576
2018-10-26,-0.15555269855556364
2018-10-29,-0.19442848158451814
2018-10-30,-0.3291224831705661
2018-10-31,-0.2637708997783689
2018-11-01,0.0020196207000960364
2018-11-02,-0.04935157238136326
2018-11-05,-0.34535630967981745
2018-11-06,-0.13012257112960454
2018-11-07,0.00031126001340614495
2018-11-08,-0.4836577396869289
2018-11-09,-0.04074876065974266
2018-11-12,-0.2814236588597643
2018-11-13,-0.03409185337500012
2018-11-14,-0.3000114341314983
2018-11-15,-0.5073203209531274
2018-11-16,-0.47067409711523944
2018-11-19,-0.13420904873718473
2018-11-20,-0.09038217434342222
2018-11-21,-0.3215325102193246
2018-11-22,-0.011136919330629713
2018-11-23,-0.4691913799224696
2018-11-26,-0.14798320058828965
2018-11-27,-0.37470062668716353
2018-11-28,-0.260447548483269
2018-11-29,-0.1180390125333928
2018-11-30,-0.29689816534959024
2018-12-03,-0.19888467559518835
2018-12-04,0.08226243427426244
2018-12-05,-0.231264856615084
2018-12-06,0.05449033539727695
2018-12-07,-0.3352259093003237
2018-12-10,0.0001612618832128182
2018-12-11,0.1861166592982551
2018-12-12,-0.5928099142117171
2018-12-13,-0.2540346014156091
2018-12-14,0.024689502075165404
2018-12-17,-0.12730257747206275
2018-12-18,-0.008336585299074703
2018-12-19,-0.19914332578717386
2018-12-20,-0.05672181604851821
2018-12-21,-0.10078644692253275
2018-12-24,0.16837156902117695
2018-12-25,-0.00976209721954164
2018-12-26,0.011480222467025673
2018-12-27,-0.13374748599493536
2018-12-28,-0.14416804558928842
2018-12-31,-0.1283813213632994
2019-01-01,0.04184437921516624
2019-01-02,-0.11637815241988883
2019-01-03,0.03067426176879292
2019-01-04,0.39273030585695795
2019-01-07,0.15683077342425555
2019-01-08,-0.07762386202254849
2019-01-09,0.23281243830103387
2019-01-10,-0.08404835610310496
2019-01-11,-0.4050584205056231
2019-01-14,-0.19405385901245914
2019-01-15,-0.36160646739627705
2019-01-16,-0.052776211644426155
2019-01-17,0.02616525728735319
2019-01-18,0.3626991629679971
2019-01-21,0.0976968397042852
2019-01-22,-0.00664497456432888
2019-01-23,0.20787871180326245
2019-01-24,-0.395453661540385
2019-01-25,0.0986201509446975
2019-01-28,0.21033690330524082
2019-01-29,-0.23494915793921672
2019-01-30,0.29405561269731983
2019-01-31,0.13746824421895565
2019-02-01,-0.008901975288026123
2019-02-04,0.20501623799491145
2019-02-05,0.5368155240602318
2019-02-06,0.12317543646173867
2019-02-07,0.14047509771800737
2019-02-08,0.0028866815905768672
2019-02-11,-0.0713874092290419
2019-02-12,0.26836170631906947
2019-02-13,-0.06532279390485418
2019-02-14,0.12368899791344962
2019-02-15,0.017204522949798892
2019-02-18,0.21176698864738566
2019-02-19,0.18580961098873935
2019-02-20,0.32955904947764564
2019-02-21,0.022886051816476086
2019-02-22,0.073613862414346
2019-02-25,-0.0656061280602114
2019-02-26,0.04370113474322447
2019-02-27,0.21028578201499293
2019-02-28,0.2883395109382145
2019-03-01,-0.04552731647690775
2019-03-04,0.3146365676990095
2019-03-05,0.41349625480817437
2019-03-06,0.2265507902820643
2019-03-07,0.520558264861958
2019-03-08,-0.008384762155668302
2019-03-11,-0.10154650937709561
2019-03-12,-0.20751201019228657
2019-03-13,0.44812382317322264
2019-03-14,0.280305567685277
2019-03-15,0.13866695710413138
2019-03-18,0.20596266028536445
2019-03-19,-0.07511044742478937
2019-03-20,0.6389895477774806
2019-03-21,0.1753687055368654
2019-03-22,0.1709226224340626
2019-03-25,0.29355059392665883
2019-03-26,0.24378785054013508
2019-03-27,0.19138757482857058
2019-03-28,-0.012622241109037619
2019-03-29,0.23846658010251665
2019-04-01,0.5191178893769208
2019-04-02,0.4101785254123892
2019-04-03,0.45795661043946545
2019-04-04,0.035146133882591066
2019-04-05,-0.06261435143499222
2019-04-08,0.10791624528392303
2019-04-09,0.1418377825508002
2019-04-10,0.3470050737993976
2019-04-11,-0.21299458016255546
2019-04-12,0.4286005556521833
2019-04-15,0.08814474787730384
2019-04-16,0.0312929102806799
2019-04-17,-0.08895857446255545
2019-04-18,-0.2208419150145954
2019-04-19,0.2713083002282803
2019-04-22,0.11776402505473606
2019-04-23,-0.15858004557847982
2019-04-24,-0.1634023649901874
2019-04-25,0.02455147735436121
2019-04-26,0.4215058612534419
2019-04-29,0.03167898775492825
2019-04-30,-0.2212285080059171
2019-05-01,0.025966080244981246
2019-05-02,0.016201136514595316
2019-05-03,-0.4730789199446312
2019-05-06,0.0509183354417532
2019-05-07,0.011000667706505422
2019-05-08,0.19177557584851876
2019-05-09,0.41761388496941027
2019-05-10,0.26837090360871074
2019-05-13,-0.01553244637188312
2019-05-14,-0.18791498680337074
2019-05-15,0.5431699620192878
2019-05-16,0.0354178330823848
2019-05-17,0.02140995850161513
2019-05-20,0.008828345007976524
2019-05-21,0.048284407896413854
2019-05-23,-0.025200162943779837
2019-05-24,-0.11606009776960784
2019-05-27,-0.1156976253945824
2019-05-28,-0.017867603885488144
2019-05-29,-0.12498044354036497
2019-05-30,-0.16382508089755904
2019-05-31,-0.0049066983652683305
2019-06-03,-0.08209590657518487
2019-06-04,0.2648249683087408
2019-06-05,-0.5710007904046936
2019-06-06,0.17270667906283532
2019-06-07,0.1988851406598004
2019-06-10,-0.46969123168647814
2019-06-11,-0.1281708712842847
2019-06-12,-0.13847543978511154
2019-06-13,-0.3501722070655435
2019-06-14,-0.2286395143872515
2019-06-17,-0.2995164664751094
2019-06-18,0.26881366426864817
2019-06-19,0.10134683036305767
2019-06-20,0.16446905899887132
2019-06-21,0.05053915623250266
2019-06-24,-0.3234547000933829
2019-06-25,-0.20628900470741632
2019-06-26,-0.0071380052915092085
2019-06-27,-0.35294977518502585
2019-06-28,0.030684748053008998
2019-07-01,-0.16324640377029342
2019-07-02,-0.19328390440623197
2019-07-03,0.020865286195373145
2019-07-04,-0.035346214726121844
2019-07-05,-0.19912629379009159
2019-07-08,0.10233974011918426
2019-07-09,-0.3481881413034463
2019-07-10,-0.01109098378409952
2019-07-11,-0.017811298888232352
2019-07-12,-0.20034270707766558
2019-07-15,-0.07505488283075723
2019-07-16,-0.39219641673307304
2019-07-17,0.04129722215990267
2019-07-18,-0.18186365042400837
2019-07-19,-0.2506419022392413
2019-07-22,0.06265278733315352
2019-07-23,-0.2889060718266492
2019-07-24,-0.43045339817794315
2019-07-25,-0.46064550394688375
2019-07-26,-0.0285103139277815
2019-07-29,-0.4060244780482392
2019-07-30,0.20096050852343808
2019-07-31,-0.5662772803972386
2019-08-01,0.18967333446878903
2019-08-02,-0.10697475935498674
2019-08-05,-0.16791545050865192
2019-08-06,-0.25678615519998116
2019-08-07,-0.06704041505701329
2019-08-08,-0.15329670734654918
2019-08-09,0.07615043201886246
2019-08-12,-0.12024404043675212
2019-08-13,-0.1114498699708078
2019-08-14,-0.2124960977778108
2019-08-15,-0.14927092346909937
2019-08-16,-0.07427640052258172
2019-08-19,-0.4756744726558825
2019-08-20,-0.40093344234655803
2019-08-21,0.019846768413053578
2019-08-22,-0.09199955064936746
2019-08-23,-0.16019571458889567
2019-08-26,-0.11680157239101457
2019-08-27,-0.04792746605850566
2019-08-28,-0.22222071028267365
2019-08-29,-0.2666277328421466
2019-08-30,-0.06837246526809779
2019-09-02,-0.2996713208264695
2019-09-03,-0.01868592191380926
2019-09-04,-0.437081427009749
2019-09-05,0.11314547238115559
2019-09-06,0.005815867002839953
2019-09-09,-0.03341710655002797
2019-09-10,0.11608973635241487
2019-09-11,0.2569104003339221
2019-09-12,0.13103813791723862
2019-09-13,-0.43558229763177375
2019-09-16,-0.318819530758125
2019-09-17,-0.18329465198102718
2019-09-18,-0.04847471927993264
2019-09-19,0.05453653517811629
2019-09-20,-0.1893919369928056
2019-09-23,-0.002088572382074237
2019-09-24,-0.18567344235977387
2019-09-25,-0.15201690970734552
2019-09-26,-0.3061290499229198
2019-09-27,-0.20449941173684683
2019-09-30,-0.28522355901669666
2019-10-01,-0.20507862469038088
2019-10-02,0.20581805242194112
2019-10-03,-0.1897909620793302
2019-10-04,0.5315642525662627
2019-10-07,0.1087447910549991
2019-10-08,0.05203060658953555
2019-10-09,-0.15164273875521478
2019-10-10,0.16503397641237216
2019-10-11,-0.085240125565651
2019-10-14,0.05917163657071891
2019-10-15,0.5516301858614294
2019-10-16,0.025200892150489863
2019-10-17,0.27901778817369866
2019-10-18,-0.08677653192185225
2019-10-21,0.05149684767250973
2019-10-22,0.41722547764556833
2019-10-23,-0.057827322416245094
2019-10-24,0.4344814728821428
2019-10-25,0.21788783707571702
2019-10-28,-0.03189502802788277
2019-10-29,0.21125120672329173
2019-10-30,0.2833577008096827
2019-10-31,0.21718724576144516
2019-11-01,-0.21734437784720054
2019-11-04,-0.044958991346427
2019-11-05,0.05462097312753534
2019-11-06,0.0927785874377626
2019-11-07,0.23522064878270907
2019-11-08,0.14992396775859115
2019-11-11,-0.1495146471783514
2019-11-12,0.196633648045127
2019-11-13,0.24561709916747687
2019-11-14,0.2382267025021937
2019-11-15,0.34505313536350524
2019-11-18,0.2981665928814142
2019-11-19,0.22555738287258778
2019-11-20,0.12187886425057405
2019-11-21,-0.19424054000389532
2019-11-22,0.2257616652674064
2019-11-25,0.18310657242181402
2019-11-26,0.19745853161297922
2019-11-27,-0.11079225459511682
2019-11-28,-0.07039975564668327
2019-11-29,0.35753421713216826
2019-12-02,0.13992149856400835
2019-12-03,0.2848973085222325
2019-12-04,0.15486039130776794
2019-12-05,0.1555817322347011
2019-12-06,0.33755481306221424
2019-12-09,0.046790115785078315
2019-12-10,0.16915757618590932
2019-12-11,0.057246145160766246
2019-12-12,0.06240342025027075
2019-12-13,0.08690382738693422
2019-12-16,0.19243534332852136
2019-12-17,0.051364762829077454
2019-12-18,0.397208165029855
2019-12-19,-0.03408433823828888
2019-12-20,0.10608206042840362
2019-12-23,0.05397006343117772
2019-12-24,0.42961406763190024
2019-12-25,0.1776758778407778
2019-12-26,0.34272653764122585
2019-12-27,-0.1629132321003138
2019-12-30,0.1853010124214604
2019-12-31,0.30736270317107495
2020-01-01,0.14329512163400135
2020-01-02,0.33719526010237705
2020-01-03,0.01776448116312336
2020-01-06,0.4000799664838447
2020-01-07,0.5748470776191796
2020-01-08,0.03922887436833575
2020-01-09,0.019301008808936204
2020-01-10,0.39556290017180484
2020-01-13,0.41716839633864694
2020-01-14,-0.007062569785211664
2020-01-15,0.009619206893287255
2020-01-16,0.033342729986564415
2020-01-17,-0.18324702605369725
2020-01-20,-0.10223903891200249
2020-01-21,-0.12357906629519665
2020-01-22,-0.08063851366703616
2020-01-23,0.061574918344272686
2020-01-24,0.11086962151637013
2020-01-27,0.3695704185961704
2020-01-28,-0.144822915105365
2020-01-29,0.2470290092859456
2020-01-30,0.0026276640883200406
2020-01-31,0.030743126315693762
2020-02-03,0.1707650552080317
2020-02-04,-0.19361773438919055
2020-02-05,0.10249977252369394
2020-02-06,0.05437051227720087
2020-02-07,0.11460915065187091
2020-02-10,0.06897354561921781
2020-02-11,0.4972083873790108
